Age_band_of_driver,Educational_level,Driving_experience,Service_year_of_vehicle,Number_of_vehicles_involved,Number_of_casualties,Age_band_of_casualty,Casualty_severity,Accident_severity,Sex_of_driver_Female,Sex_of_driver_Male,Sex_of_driver_Unknown,Vehicle_driver_relation_Employee,Vehicle_driver_relation_Other,Vehicle_driver_relation_Owner,Vehicle_driver_relation_Unknown,Owner_of_vehicle_Governmental,Owner_of_vehicle_Organization,Owner_of_vehicle_Other,Owner_of_vehicle_Owner,Road_surface_type_Asphalt roads,Road_surface_type_Asphalt roads with some distress,Road_surface_type_Earth roads,Road_surface_type_Gravel roads,Road_surface_type_Other,Road_surface_conditions_Dry,Road_surface_conditions_Flood over 3cm. deep,Road_surface_conditions_Snow,Road_surface_conditions_Wet or damp,Light_conditions_Darkness - lights lit,Light_conditions_Darkness - lights unlit,Light_conditions_Daylight,Sex_of_casualty_Female,Sex_of_casualty_Male,Sex_of_casualty_unknown,Fitness_of_casuality_Blind,Fitness_of_casuality_Deaf,Fitness_of_casuality_Normal,Fitness_of_casuality_Other,Fitness_of_casuality_unknown,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,Time_encoded,Type_of_vehicle_encoded,Area_accident_occured_encoded,Lanes_or_Medians_encoded,Road_allignment_encoded,Types_of_Junction_encoded,Weather_conditions_encoded,Type_of_collision_encoded,Vehicle_movement_encoded,Cause_of_accident_encoded,Pedestrian_movement_encoded
0,4,2,2,2,3,0,2,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.8354166666666667,1.8303904501367818,1.8315854410857495,1.8239600665557405,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.7888675623800383,1.8317038339009117
0,2,2,1,2,1,1,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1.8507223113964686,1.8268482490272373,1.8426966292134832,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8387096774193548,1.8360820306898036,1.852374839537869,1.8334981866139137
0,4,2,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8507223113964686,1.8319661943823018,1.8149253731343284,1.8531994981179423,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8473917869034406,1.8334981866139137
0,4,3,3,2,1,4,3,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1.858736059479554,1.8319661943823018,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.881578947368421,1.8473138548539114,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
1,4,0,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8633879781420766,1.827140549273021,1.8432727272727272,1.828981723237598,1.8343999101830022,1.8,1.8428030303030303,1.8419277785583814,1.8362339514978603,1.8178603006189213,1.835566783831283
0,4,1,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.8487544483985765,1.8303904501367818,1.8278688524590163,1.8775510204081634,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8305602716468592,1.8317038339009117
0,4,0,0,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1.858736059479554,1.8268482490272373,1.8426966292134832,1.8531994981179423,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.7959183673469388,1.8334981866139137
0,4,2,5,2,1,3,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8437067773167357,1.8366274706029522,1.8321592649310874,1.8297705943691345,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8224811514736121,1.835801765878667,1.832,1.8360241625480505
0,1,2,3,2,1,4,3,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8431105047748977,1.8347160178685387,1.91,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
3,4,2,5,2,1,2,2,2,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8269484808454426,1.8288524590163935,1.83594604447685,1.8462664714494876,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.7888675623800383,1.8317038339009117
0,4,3,1,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1.829560585885486,1.8319661943823018,1.8646441073512252,1.8247764160317985,1.8338205531819205,1.8109339407744875,1.82715281234445,1.826896551724138,1.8360820306898036,1.8823529411764706,1.8334981866139137
0,4,1,2,2,1,1,2,2,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1.8502495840266222,1.8343373493975903,1.88,1.8288787483702738,1.8452380952380953,1.8083333333333333,1.8268872030841936,1.8219824679703305,1.834099396725079,1.8296167247386759,1.8348573317175279
0,4,3,3,2,1,0,2,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8344155844155845,1.8366274706029522,1.8417085427135678,1.8306636155606408,1.8345315659402381,1.8174603174603174,1.8271774394809084,1.8396345748418834,1.8421052631578947,1.8466593647316538,1.8360241625480505
0,4,1,1,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.8330708661417323,1.827140549273021,1.8370597243491578,1.828981723237598,1.8379052369077307,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8149171270718232,1.835566783831283
0,1,2,0,2,1,0,2,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8502495840266222,1.8277419354838709,1.8429602888086642,1.8288787483702738,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8570508692852543,1.8348573317175279
0,1,2,1,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8309492847854356,1.827140549273021,1.8432727272727272,1.828981723237598,1.8379052369077307,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8244897959183672,1.8358003442340791,1.835566783831283
0,4,2,5,2,1,4,3,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.8287581699346405,1.8366274706029522,1.8321592649310874,1.8608058608058609,1.8342696629213484,1.877668782458165,1.8271774394809084,1.8224811514736121,1.835801765878667,1.8567656765676568,1.8360241625480505
0,4,2,0,1,4,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8354166666666667,1.8303904501367818,1.83594604447685,1.8239600665557405,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.7888675623800383,1.8317038339009117
0,1,3,5,1,4,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8244111349036403,1.8322114185988532,1.8067278287461774,1.8352402745995424,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8178603006189213,1.835566783831283
0,4,4,5,1,4,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.8354166666666667,1.8288524590163935,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
0,4,2,1,1,4,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8229376257545271,1.8277419354838709,1.8429602888086642,1.8526946107784432,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8570508692852543,1.8348573317175279
1,1,0,2,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1.8241279069767442,1.82784,1.8348457350272231,1.8247764160317985,1.8246913580246913,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8065934065934066,1.832582322357019,1.8334981866139137
1,4,2,5,1,1,4,3,2,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.8160919540229885,1.8303904501367818,1.83594604447685,1.8188073394495412,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8282097649186257,1.8317038339009117
0,4,3,2,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1.7768595041322315,1.8303904501367818,1.8315854410857495,1.8292555960437271,1.8294879009566685,1.8263985205732778,1.8243914555389966,1.826027397260274,1.8293031907282873,1.8305602716468592,1.8317038339009117
2,2,1,5,2,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.778012684989429,1.8322114185988532,1.8414779499404053,1.8352402745995424,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,0,5,2,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1.8309492847854356,1.827140549273021,1.8524590163934427,1.8352402745995424,1.8343999101830022,1.881257275902212,1.8289620882535738,1.7774607703281027,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,0,0,2,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.829560585885486,1.82784,1.8348457350272231,1.8531994981179423,1.8338205531819205,1.8739255014326648,1.82715281234445,1.826896551724138,1.8360820306898036,1.85,1.8334981866139137
1,0,1,5,1,2,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1.8241912798874824,1.8232499208108963,1.8449704142011834,1.8334981866139137,1.8345315659402381,1.8451612903225807,1.8271774394809084,1.8224811514736121,1.835801765878667,1.8240146654445464,1.8360241625480505
1,4,2,5,1,2,3,2,2,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8145985401459854,1.827140549273021,1.8432727272727272,1.8352402745995424,1.8343999101830022,1.8,1.8289620882535738,1.8419277785583814,1.8179669030732861,1.8471834913552705,1.835566783831283
1,1,1,5,2,3,0,2,2,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1.7546012269938651,1.8343373493975903,1.8429602888086642,1.830921553693831,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8518518518518519,1.834099396725079,1.8168273444347065,1.8348573317175279
1,4,0,5,2,3,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.7207792207792207,1.8621041879468845,1.8067278287461774,1.828981723237598,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,2,2,2,3,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.735632183908046,1.8603411513859276,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.877668782458165,1.8271774394809084,1.8396345748418834,1.8248772504091653,1.8567656765676568,1.8360241625480505
0,4,4,2,2,1,1,2,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8581730769230769,1.82784,1.8149253731343284,1.8247764160317985,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,4,1,1,2,1,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8511627906976744,1.8322114185988532,1.8432727272727272,1.8612862547288778,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8471834913552705,1.835566783831283
0,4,2,1,2,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.8160919540229885,1.8303904501367818,1.83594604447685,1.8564593301435406,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.832140015910899,1.796276013143483,1.8317038339009117
0,4,3,5,2,1,1,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1.821629213483146,1.8311688311688312,1.8395672333848532,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8214285714285714,1.8348573317175279
0,1,1,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.821629213483146,1.853582554517134,1.8395672333848532,1.8328940432261465,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.8312,1.8539140022050717,1.8348573317175279
0,1,3,3,2,1,4,3,2,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8145985401459854,1.827140549273021,1.8067278287461774,1.828981723237598,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8244897959183672,1.8471834913552705,1.835566783831283
1,4,0,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.8404494382022472,1.8319661943823018,1.8646441073512252,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.82715281234445,1.826896551724138,1.8360820306898036,1.8473917869034406,1.8334981866139137
1,4,2,5,2,1,4,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1.8273542600896862,1.8216805644644003,1.844626168224299,1.8564593301435406,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
0,4,1,1,3,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8588588588588588,1.827140549273021,1.8067278287461774,1.8612862547288778,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8178603006189213,1.835566783831283
0,4,1,5,3,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8588588588588588,1.8347160178685387,1.8432727272727272,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,1,2,3,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.8527291452111225,1.8232499208108963,1.8417085427135678,1.8297705943691345,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8310051107325382,1.8360241625480505
0,4,1,1,2,1,1,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1.7768595041322315,1.8303904501367818,1.8033472803347281,1.8292555960437271,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.794836956521739,1.8293031907282873,1.8282097649186257,1.8317038339009117
1,4,3,2,2,1,2,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1.778012684989429,1.8322114185988532,1.8414779499404053,1.830289193302892,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8178603006189213,1.835566783831283
0,4,3,5,2,2,1,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1.7955974842767295,1.8629283489096573,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8301363531314998,1.82715281234445,1.8375400920373728,1.8360820306898036,1.8473917869034406,1.8334981866139137
0,1,2,5,2,2,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.8125,1.8322114185988532,1.8432727272727272,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8149171270718232,1.835566783831283
0,4,2,5,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.8434782608695652,1.827140549273021,1.8370597243491578,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,4,1,5,2,1,1,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8434782608695652,1.8347160178685387,1.8370597243491578,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8358003442340791,1.835566783831283
0,1,2,5,2,1,0,1,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8463576158940398,1.8268482490272373,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.82715281234445,1.8375400920373728,1.802325581395349,1.8473917869034406,1.8334981866139137
1,4,2,1,2,1,4,3,2,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.8396739130434783,1.8568527918781725,1.8033472803347281,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.826027397260274,1.8293031907282873,1.8456413103831204,1.8317038339009117
0,4,3,4,1,1,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8241279069767442,1.8629283489096573,1.8646441073512252,1.8247764160317985,1.8338205531819205,1.8739255014326648,1.82715281234445,1.8375400920373728,1.8360820306898036,1.85,1.8334981866139137
2,4,2,5,1,4,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.7207792207792207,1.8621041879468845,1.8370597243491578,1.8352402745995424,1.8343999101830022,1.8094457199081666,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.813528336380256,1.835566783831283
2,4,3,5,1,4,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1.7159090909090908,1.8268482490272373,1.8316279069767443,1.8375558867362145,1.8338205531819205,1.8109339407744875,1.82715281234445,1.8375400920373728,1.8360820306898036,1.852374839537869,1.8334981866139137
2,1,4,5,1,4,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1.735632183908046,1.8232499208108963,1.8142589118198875,1.8297705943691345,1.8345315659402381,1.8163923846402066,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8567656765676568,1.8360241625480505
2,1,2,5,1,4,4,3,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1.7546012269938651,1.853582554517134,1.8429602888086642,1.8405365126676603,1.8335958595859585,1.8118682751874797,1.8268872030841936,1.8376140350877193,1.834099396725079,1.8570508692852543,1.8348573317175279
1,1,0,5,3,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.778012684989429,1.8347160178685387,1.8524590163934427,1.828981723237598,1.8343999101830022,1.8354603463992707,1.8289620882535738,1.8419277785583814,1.8179669030732861,1.8149171270718232,1.835566783831283
0,1,2,5,3,1,0,2,2,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1.7966804979253113,1.8603411513859276,1.8142589118198875,1.8608058608058609,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.835801765878667,1.832,1.8360241625480505
0,1,2,5,3,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1.7966804979253113,1.8232499208108963,1.8417085427135678,1.9,1.8345315659402381,1.8322505800464037,1.8271774394809084,1.8396345748418834,1.835801765878667,1.8217391304347825,1.8360241625480505
0,1,1,1,2,1,4,3,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1.8538071065989847,1.8629283489096573,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.82715281234445,1.8387096774193548,1.7972972972972974,1.8473917869034406,1.8334981866139137
0,1,2,5,2,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8527291452111225,1.8603411513859276,1.8449704142011834,1.8306636155606408,1.8345315659402381,1.877668782458165,1.8271774394809084,1.8396345748418834,1.8248772504091653,1.8217391304347825,1.8360241625480505
0,4,2,3,1,1,3,2,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1.8269484808454426,1.8568527918781725,1.8278688524590163,1.8292555960437271,1.8294879009566685,1.8767123287671232,1.8243914555389966,1.8338945005611673,1.8293031907282873,1.8479948253557568,1.8317038339009117
0,4,3,5,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1.8634496919917864,1.8216805644644003,1.8410852713178294,1.8462664714494876,1.8294879009566685,1.8078947368421052,1.8243914555389966,1.8338945005611673,1.832140015910899,1.8282097649186257,1.8317038339009117
3,4,3,5,2,3,4,3,2,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1.7830188679245282,1.8319661943823018,1.7818181818181817,1.8247764160317985,1.8338205531819205,1.8739255014326648,1.82715281234445,1.826896551724138,1.8065934065934066,1.8473917869034406,1.8334981866139137
0,1,4,5,2,3,4,3,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.837837837837838,1.8621041879468845,1.8370597243491578,1.828981723237598,1.8343999101830022,1.881257275902212,1.8289620882535738,1.8419277785583814,1.8362339514978603,1.8149171270718232,1.835566783831283
0,1,2,5,2,3,0,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1.7830188679245282,1.82784,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8739255014326648,1.82715281234445,1.8375400920373728,1.8360820306898036,1.832582322357019,1.8334981866139137
0,1,2,5,2,3,4,3,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1.7878787878787878,1.8277419354838709,1.8465753424657534,1.8328940432261465,1.8335958595859585,1.8758620689655172,1.8268872030841936,1.8376140350877193,1.8709677419354838,1.8539140022050717,1.8348573317175279
0,1,1,1,2,1,0,2,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1.829560585885486,1.8319661943823018,1.8316279069767443,1.8325605358062855,1.8338205531819205,1.8109339407744875,1.8473138548539114,1.826896551724138,1.8360820306898036,1.8112379280070237,1.8334981866139137
0,1,3,5,2,1,4,3,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1.8309492847854356,1.827140549273021,1.8432727272727272,1.830289193302892,1.8343999101830022,1.8094457199081666,1.8428030303030303,1.8419277785583814,1.8362339514978603,1.8471834913552705,1.835566783831283
